Begin Bates num from SYNTHETIC_PROD_001,End Bates num from SYNTHETIC_PROD_001,Date,File Name,Email From,Email To,Email CC,Email BCC,Email Subject,Tag: Privilege - Redact,Tag: Privilege - Withhold,Tag: AC-WP,Tag: Attorney-Client,Tag: Synthetic Privacy
SYNEWPRV024-0001825,SYNEWPRV024-0001825,2025-01-09,synthetic_document_00456.pdf,sender023@example.test,recipient027@example.test,copy001@example.test,blind006@example.test,Synthetic subject 00456,Yes,,Yes,,
SYNEWPRV024-0001829,SYNEWPRV024-0001830,2025-02-10,synthetic_document_00457.pdf,sender024@example.test,recipient028@example.test,copy002@example.test,blind007@example.test,Synthetic subject 00457,,Yes,,Yes,
SYNEWPRV024-0001833,SYNEWPRV024-0001835,2025-03-11,synthetic_document_00458.pdf,sender025@example.test,recipient029@example.test,copy003@example.test,blind008@example.test,Synthetic subject 00458,,,,,
SYNEWPRV024-0001837,SYNEWPRV024-0001837,2025-04-12,synthetic_document_00459.pdf,sender026@example.test,recipient030@example.test,copy004@example.test,blind009@example.test,Synthetic subject 00459,,,Yes,,
SYNEWPRV024-0001841,SYNEWPRV024-0001842,2025-05-13,synthetic_document_00460.pdf,sender027@example.test,recipient031@example.test,copy005@example.test,blind010@example.test,Synthetic subject 00460,Yes,,,Yes,Yes
SYNEWPRV024-0001845,SYNEWPRV024-0001847,2025-06-14,synthetic_document_00461.pdf,sender028@example.test,recipient032@example.test,copy006@example.test,blind011@example.test,Synthetic subject 00461,,Yes,,,
SYNEWPRV024-0001849,SYNEWPRV024-0001849,2025-07-15,synthetic_document_00462.pdf,sender029@example.test,recipient033@example.test,copy007@example.test,blind001@example.test,Synthetic subject 00462,,,Yes,,
SYNEWPRV024-0001853,SYNEWPRV024-0001854,2025-08-16,synthetic_document_00463.pdf,sender030@example.test,recipient034@example.test,copy008@example.test,blind002@example.test,Synthetic subject 00463,,,,Yes,
SYNEWPRV024-0001857,SYNEWPRV024-0001859,2025-09-17,synthetic_document_00464.pdf,sender031@example.test,recipient035@example.test,copy009@example.test,blind003@example.test,Synthetic subject 00464,Yes,,,,
SYNEWPRV024-0001861,SYNEWPRV024-0001861,2025-10-18,synthetic_document_00465.pdf,sender001@example.test,recipient036@example.test,copy010@example.test,blind004@example.test,Synthetic subject 00465,,Yes,Yes,,Yes
SYNEWPRV024-0001865,SYNEWPRV024-0001866,2025-11-19,synthetic_document_00466.pdf,sender002@example.test,recipient037@example.test,copy011@example.test,blind005@example.test,Synthetic subject 00466,,,,Yes,
SYNEWPRV024-0001869,SYNEWPRV024-0001871,2025-12-20,synthetic_document_00467.pdf,sender003@example.test,recipient038@example.test,copy012@example.test,blind006@example.test,Synthetic subject 00467,,,,,
SYNEWPRV024-0001873,SYNEWPRV024-0001873,2025-01-21,synthetic_document_00468.pdf,sender004@example.test,recipient039@example.test,copy013@example.test,blind007@example.test,Synthetic subject 00468,Yes,,Yes,,
SYNEWPRV024-0001877,SYNEWPRV024-0001878,2025-02-22,synthetic_document_00469.pdf,sender005@example.test,recipient040@example.test,copy014@example.test,blind008@example.test,Synthetic subject 00469,,Yes,,Yes,
SYNEWPRV024-0001881,SYNEWPRV024-0001883,2025-03-23,synthetic_document_00470.pdf,sender006@example.test,recipient041@example.test,copy015@example.test,blind009@example.test,Synthetic subject 00470,,,,,Yes
SYNEWPRV024-0001885,SYNEWPRV024-0001885,2025-04-24,synthetic_document_00471.pdf,sender007@example.test,recipient042@example.test,copy016@example.test,blind010@example.test,Synthetic subject 00471,,,Yes,,
SYNEWPRV024-0001889,SYNEWPRV024-0001890,2025-05-25,synthetic_document_00472.pdf,sender008@example.test,recipient043@example.test,copy017@example.test,blind011@example.test,Synthetic subject 00472,Yes,,,Yes,
SYNEWPRV024-0001893,SYNEWPRV024-0001895,2025-06-26,synthetic_document_00473.pdf,sender009@example.test,recipient001@example.test,copy018@example.test,blind001@example.test,Synthetic subject 00473,,Yes,,,
SYNEWPRV024-0001897,SYNEWPRV024-0001897,2025-07-27,synthetic_document_00474.pdf,sender010@example.test,recipient002@example.test,copy019@example.test,blind002@example.test,Synthetic subject 00474,,,Yes,,
SYNEWPRV024-0001901,SYNEWPRV024-0001902,2025-08-28,synthetic_document_00475.pdf,sender011@example.test,recipient003@example.test,copy001@example.test,blind003@example.test,Synthetic subject 00475,,,,Yes,Yes
SYNEWPRV024-0001905,SYNEWPRV024-0001907,2025-09-01,synthetic_document_00476.pdf,sender012@example.test,recipient004@example.test,copy002@example.test,blind004@example.test,Synthetic subject 00476,Yes,,,,
SYNEWPRV024-0001909,SYNEWPRV024-0001909,2025-10-02,synthetic_document_00477.pdf,sender013@example.test,recipient005@example.test,copy003@example.test,blind005@example.test,Synthetic subject 00477,,Yes,Yes,,
SYNEWPRV024-0001913,SYNEWPRV024-0001914,2025-11-03,synthetic_document_00478.pdf,sender014@example.test,recipient006@example.test,copy004@example.test,blind006@example.test,Synthetic subject 00478,,,,Yes,
SYNEWPRV024-0001917,SYNEWPRV024-0001919,2025-12-04,synthetic_document_00479.pdf,sender015@example.test,recipient007@example.test,copy005@example.test,blind007@example.test,Synthetic subject 00479,,,,,
SYNEWPRV024-0001921,SYNEWPRV024-0001921,2025-01-05,synthetic_document_00480.pdf,sender016@example.test,recipient008@example.test,copy006@example.test,blind008@example.test,Synthetic subject 00480,Yes,,Yes,,Yes
SYNEWPRV024-0001925,SYNEWPRV024-0001926,2025-02-06,synthetic_document_00481.pdf,sender017@example.test,recipient009@example.test,copy007@example.test,blind009@example.test,Synthetic subject 00481,,Yes,,Yes,
SYNEWPRV024-0001929,SYNEWPRV024-0001931,2025-03-07,synthetic_document_00482.pdf,sender018@example.test,recipient010@example.test,copy008@example.test,blind010@example.test,Synthetic subject 00482,,,,,
SYNEWPRV024-0001933,SYNEWPRV024-0001933,2025-04-08,synthetic_document_00483.pdf,sender019@example.test,recipient011@example.test,copy009@example.test,blind011@example.test,Synthetic subject 00483,,,Yes,,
SYNEWPRV024-0001937,SYNEWPRV024-0001938,2025-05-09,synthetic_document_00484.pdf,sender020@example.test,recipient012@example.test,copy010@example.test,blind001@example.test,Synthetic subject 00484,Yes,,,Yes,
SYNEWPRV024-0001941,SYNEWPRV024-0001943,2025-06-10,synthetic_document_00485.pdf,sender021@example.test,recipient013@example.test,copy011@example.test,blind002@example.test,Synthetic subject 00485,,Yes,,,Yes
SYNEWPRV024-0001945,SYNEWPRV024-0001945,2025-07-11,synthetic_document_00486.pdf,sender022@example.test,recipient014@example.test,copy012@example.test,blind003@example.test,Synthetic subject 00486,,,Yes,,
SYNEWPRV024-0001949,SYNEWPRV024-0001950,2025-08-12,synthetic_document_00487.pdf,sender023@example.test,recipient015@example.test,copy013@example.test,blind004@example.test,Synthetic subject 00487,,,,Yes,
SYNEWPRV024-0001953,SYNEWPRV024-0001955,2025-09-13,synthetic_document_00488.pdf,sender024@example.test,recipient016@example.test,copy014@example.test,blind005@example.test,Synthetic subject 00488,Yes,,,,
SYNEWPRV024-0001957,SYNEWPRV024-0001957,2025-10-14,synthetic_document_00489.pdf,sender025@example.test,recipient017@example.test,copy015@example.test,blind006@example.test,Synthetic subject 00489,,Yes,Yes,,
SYNEWPRV024-0001961,SYNEWPRV024-0001962,2025-11-15,synthetic_document_00490.pdf,sender026@example.test,recipient018@example.test,copy016@example.test,blind007@example.test,Synthetic subject 00490,,,,Yes,Yes
SYNEWPRV024-0001965,SYNEWPRV024-0001967,2025-12-16,synthetic_document_00491.pdf,sender027@example.test,recipient019@example.test,copy017@example.test,blind008@example.test,Synthetic subject 00491,,,,,
SYNEWPRV024-0001969,SYNEWPRV024-0001969,2025-01-17,synthetic_document_00492.pdf,sender028@example.test,recipient020@example.test,copy018@example.test,blind009@example.test,Synthetic subject 00492,Yes,,Yes,,
SYNEWPRV024-0001973,SYNEWPRV024-0001974,2025-02-18,synthetic_document_00493.pdf,sender029@example.test,recipient021@example.test,copy019@example.test,blind010@example.test,Synthetic subject 00493,,Yes,,Yes,
SYNEWPRV024-0001977,SYNEWPRV024-0001979,2025-03-19,synthetic_document_00494.pdf,sender030@example.test,recipient022@example.test,copy001@example.test,blind011@example.test,Synthetic subject 00494,,,,,
SYNEWPRV024-0001981,SYNEWPRV024-0001981,2025-04-20,synthetic_document_00495.pdf,sender031@example.test,recipient023@example.test,copy002@example.test,blind001@example.test,Synthetic subject 00495,,,Yes,,Yes
SYNEWPRV024-0001985,SYNEWPRV024-0001986,2025-05-21,synthetic_document_00496.pdf,sender001@example.test,recipient024@example.test,copy003@example.test,blind002@example.test,Synthetic subject 00496,Yes,,,Yes,
SYNEWPRV024-0001989,SYNEWPRV024-0001991,2025-06-22,synthetic_document_00497.pdf,sender002@example.test,recipient025@example.test,copy004@example.test,blind003@example.test,Synthetic subject 00497,,Yes,,,
SYNEWPRV024-0001993,SYNEWPRV024-0001993,2025-07-23,synthetic_document_00498.pdf,sender003@example.test,recipient026@example.test,copy005@example.test,blind004@example.test,Synthetic subject 00498,,,Yes,,
SYNEWPRV024-0001997,SYNEWPRV024-0001998,2025-08-24,synthetic_document_00499.pdf,sender004@example.test,recipient027@example.test,copy006@example.test,blind005@example.test,Synthetic subject 00499,,,,Yes,
SYNEWPRV024-0002001,SYNEWPRV024-0002003,2025-09-25,synthetic_document_00500.pdf,sender005@example.test,recipient028@example.test,copy007@example.test,blind006@example.test,Synthetic subject 00500,Yes,,,,Yes
SYNEWPRV024-0002005,SYNEWPRV024-0002005,2025-10-26,synthetic_document_00501.pdf,sender006@example.test,recipient029@example.test,copy008@example.test,blind007@example.test,Synthetic subject 00501,,Yes,Yes,,
SYNEWPRV024-0002009,SYNEWPRV024-0002010,2025-11-27,synthetic_document_00502.pdf,sender007@example.test,recipient030@example.test,copy009@example.test,blind008@example.test,Synthetic subject 00502,,,,Yes,
SYNEWPRV024-0002013,SYNEWPRV024-0002015,2025-12-28,synthetic_document_00503.pdf,sender008@example.test,recipient031@example.test,copy010@example.test,blind009@example.test,Synthetic subject 00503,,,,,
SYNEWPRV024-0002017,SYNEWPRV024-0002017,2025-01-01,synthetic_document_00504.pdf,sender009@example.test,recipient032@example.test,copy011@example.test,blind010@example.test,Synthetic subject 00504,Yes,,Yes,,
SYNEWPRV024-0002021,SYNEWPRV024-0002022,2025-02-02,synthetic_document_00505.pdf,sender010@example.test,recipient033@example.test,copy012@example.test,blind011@example.test,Synthetic subject 00505,,Yes,,Yes,Yes
SYNEWPRV024-0002025,SYNEWPRV024-0002027,2025-03-03,synthetic_document_00506.pdf,sender011@example.test,recipient034@example.test,copy013@example.test,blind001@example.test,Synthetic subject 00506,,,,,
SYNEWPRV024-0002029,SYNEWPRV024-0002029,2025-04-04,synthetic_document_00507.pdf,sender012@example.test,recipient035@example.test,copy014@example.test,blind002@example.test,Synthetic subject 00507,,,Yes,,
SYNEWPRV024-0002033,SYNEWPRV024-0002034,2025-05-05,synthetic_document_00508.pdf,sender013@example.test,recipient036@example.test,copy015@example.test,blind003@example.test,Synthetic subject 00508,Yes,,,Yes,
SYNEWPRV024-0002037,SYNEWPRV024-0002039,2025-06-06,synthetic_document_00509.pdf,sender014@example.test,recipient037@example.test,copy016@example.test,blind004@example.test,Synthetic subject 00509,,Yes,,,
SYNEWPRV024-0002041,SYNEWPRV024-0002041,2025-07-07,synthetic_document_00510.pdf,sender015@example.test,recipient038@example.test,copy017@example.test,blind005@example.test,Synthetic subject 00510,,,Yes,,Yes
SYNEWPRV024-0002045,SYNEWPRV024-0002046,2025-08-08,synthetic_document_00511.pdf,sender016@example.test,recipient039@example.test,copy018@example.test,blind006@example.test,Synthetic subject 00511,,,,Yes,
SYNEWPRV024-0002049,SYNEWPRV024-0002051,2025-09-09,synthetic_document_00512.pdf,sender017@example.test,recipient040@example.test,copy019@example.test,blind007@example.test,Synthetic subject 00512,Yes,,,,
SYNEWPRV024-0002053,SYNEWPRV024-0002053,2025-10-10,synthetic_document_00513.pdf,sender018@example.test,recipient041@example.test,copy001@example.test,blind008@example.test,Synthetic subject 00513,,Yes,Yes,,
SYNEWPRV024-0002057,SYNEWPRV024-0002058,2025-11-11,synthetic_document_00514.pdf,sender019@example.test,recipient042@example.test,copy002@example.test,blind009@example.test,Synthetic subject 00514,,,,Yes,
SYNEWPRV024-0002061,SYNEWPRV024-0002063,2025-12-12,synthetic_document_00515.pdf,sender020@example.test,recipient043@example.test,copy003@example.test,blind010@example.test,Synthetic subject 00515,,,,,Yes
SYNEWPRV024-0002065,SYNEWPRV024-0002065,2025-01-13,synthetic_document_00516.pdf,sender021@example.test,recipient001@example.test,copy004@example.test,blind011@example.test,Synthetic subject 00516,Yes,,Yes,,
SYNEWPRV024-0002069,SYNEWPRV024-0002070,2025-02-14,synthetic_document_00517.pdf,sender022@example.test,recipient002@example.test,copy005@example.test,blind001@example.test,Synthetic subject 00517,,Yes,,Yes,
SYNEWPRV024-0002073,SYNEWPRV024-0002075,2025-03-15,synthetic_document_00518.pdf,sender023@example.test,recipient003@example.test,copy006@example.test,blind002@example.test,Synthetic subject 00518,,,,,
SYNEWPRV024-0002077,SYNEWPRV024-0002077,2025-04-16,synthetic_document_00519.pdf,sender024@example.test,recipient004@example.test,copy007@example.test,blind003@example.test,Synthetic subject 00519,,,Yes,,
SYNEWPRV024-0002081,SYNEWPRV024-0002082,2025-05-17,synthetic_document_00520.pdf,sender025@example.test,recipient005@example.test,copy008@example.test,blind004@example.test,Synthetic subject 00520,Yes,,,Yes,Yes
SYNEWPRV024-0002085,SYNEWPRV024-0002087,2025-06-18,synthetic_document_00521.pdf,sender026@example.test,recipient006@example.test,copy009@example.test,blind005@example.test,Synthetic subject 00521,,Yes,,,
SYNEWPRV024-0002089,SYNEWPRV024-0002089,2025-07-19,synthetic_document_00522.pdf,sender027@example.test,recipient007@example.test,copy010@example.test,blind006@example.test,Synthetic subject 00522,,,Yes,,
SYNEWPRV024-0002093,SYNEWPRV024-0002094,2025-08-20,synthetic_document_00523.pdf,sender028@example.test,recipient008@example.test,copy011@example.test,blind007@example.test,Synthetic subject 00523,,,,Yes,
SYNEWPRV024-0002097,SYNEWPRV024-0002099,2025-09-21,synthetic_document_00524.pdf,sender029@example.test,recipient009@example.test,copy012@example.test,blind008@example.test,Synthetic subject 00524,Yes,,,,
SYNEWPRV024-0002101,SYNEWPRV024-0002101,2025-10-22,synthetic_document_00525.pdf,sender030@example.test,recipient010@example.test,copy013@example.test,blind009@example.test,Synthetic subject 00525,,Yes,Yes,,Yes
SYNEWPRV024-0002105,SYNEWPRV024-0002106,2025-11-23,synthetic_document_00526.pdf,sender031@example.test,recipient011@example.test,copy014@example.test,blind010@example.test,Synthetic subject 00526,,,,Yes,
SYNEWPRV024-0002109,SYNEWPRV024-0002111,2025-12-24,synthetic_document_00527.pdf,sender001@example.test,recipient012@example.test,copy015@example.test,blind011@example.test,Synthetic subject 00527,,,,,
SYNEWPRV024-0002113,SYNEWPRV024-0002113,2025-01-25,synthetic_document_00528.pdf,sender002@example.test,recipient013@example.test,copy016@example.test,blind001@example.test,Synthetic subject 00528,Yes,,Yes,,
SYNEWPRV024-0002117,SYNEWPRV024-0002118,2025-02-26,synthetic_document_00529.pdf,sender003@example.test,recipient014@example.test,copy017@example.test,blind002@example.test,Synthetic subject 00529,,Yes,,Yes,
SYNEWPRV024-0002121,SYNEWPRV024-0002123,2025-03-27,synthetic_document_00530.pdf,sender004@example.test,recipient015@example.test,copy018@example.test,blind003@example.test,Synthetic subject 00530,,,,,Yes
SYNEWPRV024-0002125,SYNEWPRV024-0002125,2025-04-28,synthetic_document_00531.pdf,sender005@example.test,recipient016@example.test,copy019@example.test,blind004@example.test,Synthetic subject 00531,,,Yes,,
SYNEWPRV024-0002129,SYNEWPRV024-0002130,2025-05-01,synthetic_document_00532.pdf,sender006@example.test,recipient017@example.test,copy001@example.test,blind005@example.test,Synthetic subject 00532,Yes,,,Yes,
SYNEWPRV024-0002133,SYNEWPRV024-0002135,2025-06-02,synthetic_document_00533.pdf,sender007@example.test,recipient018@example.test,copy002@example.test,blind006@example.test,Synthetic subject 00533,,Yes,,,
SYNEWPRV024-0002137,SYNEWPRV024-0002137,2025-07-03,synthetic_document_00534.pdf,sender008@example.test,recipient019@example.test,copy003@example.test,blind007@example.test,Synthetic subject 00534,,,Yes,,
SYNEWPRV024-0002141,SYNEWPRV024-0002142,2025-08-04,synthetic_document_00535.pdf,sender009@example.test,recipient020@example.test,copy004@example.test,blind008@example.test,Synthetic subject 00535,,,,Yes,Yes
SYNEWPRV024-0002145,SYNEWPRV024-0002147,2025-09-05,synthetic_document_00536.pdf,sender010@example.test,recipient021@example.test,copy005@example.test,blind009@example.test,Synthetic subject 00536,Yes,,,,
SYNEWPRV024-0002149,SYNEWPRV024-0002149,2025-10-06,synthetic_document_00537.pdf,sender011@example.test,recipient022@example.test,copy006@example.test,blind010@example.test,Synthetic subject 00537,,Yes,Yes,,
SYNEWPRV024-0002153,SYNEWPRV024-0002154,2025-11-07,synthetic_document_00538.pdf,sender012@example.test,recipient023@example.test,copy007@example.test,blind011@example.test,Synthetic subject 00538,,,,Yes,
SYNEWPRV024-0002157,SYNEWPRV024-0002159,2025-12-08,synthetic_document_00539.pdf,sender013@example.test,recipient024@example.test,copy008@example.test,blind001@example.test,Synthetic subject 00539,,,,,
