Bates/Control #,End Bates/Control #,Author,Bcc,Cc,Date Sent,Date Received,From,Title,Subject,To,Filename,Privilege,Privilege Reason,Redactions
SYNLCPRV024-0001053,SYNLCPRV024-0001055,Synthetic Person 005,blind011@example.test,copy017@example.test,2025-12-12 09:30:00 -08:00,2025-12-12 09:31:00 -08:00,sender016@example.test,Synthetic title 00263,Synthetic subject 00263,recipient006@example.test,synthetic_document_00263.pdf,No,Synthetic joint defense,
SYNLCPRV024-0001057,SYNLCPRV024-0001057,Synthetic Person 006,blind001@example.test,copy018@example.test,2025-01-13 09:30:00 -08:00,2025-01-13 09:31:00 -08:00,sender017@example.test,Synthetic title 00264,Synthetic subject 00264,recipient007@example.test,synthetic_document_00264.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0001061,SYNLCPRV024-0001062,Synthetic Person 007,blind002@example.test,copy019@example.test,2025-02-14 09:30:00 -08:00,2025-02-14 09:31:00 -08:00,sender018@example.test,Synthetic title 00265,Synthetic subject 00265,recipient008@example.test,synthetic_document_00265.pdf,No,Synthetic work product,
SYNLCPRV024-0001065,SYNLCPRV024-0001067,Synthetic Person 008,blind003@example.test,copy001@example.test,2025-03-15 09:30:00 -08:00,2025-03-15 09:31:00 -08:00,sender019@example.test,Synthetic title 00266,Synthetic subject 00266,recipient009@example.test,synthetic_document_00266.pdf,Yes,Synthetic joint defense,
SYNLCPRV024-0001069,SYNLCPRV024-0001069,Synthetic Person 009,blind004@example.test,copy002@example.test,2025-04-16 09:30:00 -08:00,2025-04-16 09:31:00 -08:00,sender020@example.test,Synthetic title 00267,Synthetic subject 00267,recipient010@example.test,synthetic_document_00267.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0001073,SYNLCPRV024-0001074,Synthetic Person 010,blind005@example.test,copy003@example.test,2025-05-17 09:30:00 -08:00,2025-05-17 09:31:00 -08:00,sender021@example.test,Synthetic title 00268,Synthetic subject 00268,recipient011@example.test,synthetic_document_00268.pdf,Yes,Synthetic work product,Yes
SYNLCPRV024-0001077,SYNLCPRV024-0001079,Synthetic Person 011,blind006@example.test,copy004@example.test,2025-06-18 09:30:00 -08:00,2025-06-18 09:31:00 -08:00,sender022@example.test,Synthetic title 00269,Synthetic subject 00269,recipient012@example.test,synthetic_document_00269.pdf,No,Synthetic joint defense,
SYNLCPRV024-0001081,SYNLCPRV024-0001081,Synthetic Person 012,blind007@example.test,copy005@example.test,2025-07-19 09:30:00 -08:00,2025-07-19 09:31:00 -08:00,sender023@example.test,Synthetic title 00270,Synthetic subject 00270,recipient013@example.test,synthetic_document_00270.pdf,Yes,Synthetic attorney-client,
SYNLCPRV024-0001085,SYNLCPRV024-0001086,Synthetic Person 013,blind008@example.test,copy006@example.test,2025-08-20 09:30:00 -08:00,2025-08-20 09:31:00 -08:00,sender024@example.test,Synthetic title 00271,Synthetic subject 00271,recipient014@example.test,synthetic_document_00271.pdf,No,Synthetic work product,
SYNLCPRV024-0001089,SYNLCPRV024-0001091,Synthetic Person 014,blind009@example.test,copy007@example.test,2025-09-21 09:30:00 -08:00,2025-09-21 09:31:00 -08:00,sender025@example.test,Synthetic title 00272,Synthetic subject 00272,recipient015@example.test,synthetic_document_00272.pdf,Yes,Synthetic joint defense,Yes
SYNLCPRV024-0001093,SYNLCPRV024-0001093,Synthetic Person 015,blind010@example.test,copy008@example.test,2025-10-22 09:30:00 -08:00,2025-10-22 09:31:00 -08:00,sender026@example.test,Synthetic title 00273,Synthetic subject 00273,recipient016@example.test,synthetic_document_00273.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0001097,SYNLCPRV024-0001098,Synthetic Person 016,blind011@example.test,copy009@example.test,2025-11-23 09:30:00 -08:00,2025-11-23 09:31:00 -08:00,sender027@example.test,Synthetic title 00274,Synthetic subject 00274,recipient017@example.test,synthetic_document_00274.pdf,Yes,Synthetic work product,
SYNLCPRV024-0001101,SYNLCPRV024-0001103,Synthetic Person 017,blind001@example.test,copy010@example.test,2025-12-24 09:30:00 -08:00,2025-12-24 09:31:00 -08:00,sender028@example.test,Synthetic title 00275,Synthetic subject 00275,recipient018@example.test,synthetic_document_00275.pdf,No,Synthetic joint defense,
SYNLCPRV024-0001105,SYNLCPRV024-0001105,Synthetic Person 018,blind002@example.test,copy011@example.test,2025-01-25 09:30:00 -08:00,2025-01-25 09:31:00 -08:00,sender029@example.test,Synthetic title 00276,Synthetic subject 00276,recipient019@example.test,synthetic_document_00276.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0001109,SYNLCPRV024-0001110,Synthetic Person 019,blind003@example.test,copy012@example.test,2025-02-26 09:30:00 -08:00,2025-02-26 09:31:00 -08:00,sender030@example.test,Synthetic title 00277,Synthetic subject 00277,recipient020@example.test,synthetic_document_00277.pdf,No,Synthetic work product,
SYNLCPRV024-0001113,SYNLCPRV024-0001115,Synthetic Person 020,blind004@example.test,copy013@example.test,2025-03-27 09:30:00 -08:00,2025-03-27 09:31:00 -08:00,sender031@example.test,Synthetic title 00278,Synthetic subject 00278,recipient021@example.test,synthetic_document_00278.pdf,Yes,Synthetic joint defense,
SYNLCPRV024-0001117,SYNLCPRV024-0001117,Synthetic Person 021,blind005@example.test,copy014@example.test,2025-04-28 09:30:00 -08:00,2025-04-28 09:31:00 -08:00,sender001@example.test,Synthetic title 00279,Synthetic subject 00279,recipient022@example.test,synthetic_document_00279.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0001121,SYNLCPRV024-0001122,Synthetic Person 022,blind006@example.test,copy015@example.test,2025-05-01 09:30:00 -08:00,2025-05-01 09:31:00 -08:00,sender002@example.test,Synthetic title 00280,Synthetic subject 00280,recipient023@example.test,synthetic_document_00280.pdf,Yes,Synthetic work product,Yes
SYNLCPRV024-0001125,SYNLCPRV024-0001127,Synthetic Person 023,blind007@example.test,copy016@example.test,2025-06-02 09:30:00 -08:00,2025-06-02 09:31:00 -08:00,sender003@example.test,Synthetic title 00281,Synthetic subject 00281,recipient024@example.test,synthetic_document_00281.pdf,No,Synthetic joint defense,
SYNLCPRV024-0001129,SYNLCPRV024-0001129,Synthetic Person 024,blind008@example.test,copy017@example.test,2025-07-03 09:30:00 -08:00,2025-07-03 09:31:00 -08:00,sender004@example.test,Synthetic title 00282,Synthetic subject 00282,recipient025@example.test,synthetic_document_00282.pdf,Yes,Synthetic attorney-client,
SYNLCPRV024-0001133,SYNLCPRV024-0001134,Synthetic Person 025,blind009@example.test,copy018@example.test,2025-08-04 09:30:00 -08:00,2025-08-04 09:31:00 -08:00,sender005@example.test,Synthetic title 00283,Synthetic subject 00283,recipient026@example.test,synthetic_document_00283.pdf,No,Synthetic work product,
SYNLCPRV024-0001137,SYNLCPRV024-0001139,Synthetic Person 026,blind010@example.test,copy019@example.test,2025-09-05 09:30:00 -08:00,2025-09-05 09:31:00 -08:00,sender006@example.test,Synthetic title 00284,Synthetic subject 00284,recipient027@example.test,synthetic_document_00284.pdf,Yes,Synthetic joint defense,Yes
SYNLCPRV024-0001141,SYNLCPRV024-0001141,Synthetic Person 027,blind011@example.test,copy001@example.test,2025-10-06 09:30:00 -08:00,2025-10-06 09:31:00 -08:00,sender007@example.test,Synthetic title 00285,Synthetic subject 00285,recipient028@example.test,synthetic_document_00285.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0001145,SYNLCPRV024-0001146,Synthetic Person 028,blind001@example.test,copy002@example.test,2025-11-07 09:30:00 -08:00,2025-11-07 09:31:00 -08:00,sender008@example.test,Synthetic title 00286,Synthetic subject 00286,recipient029@example.test,synthetic_document_00286.pdf,Yes,Synthetic work product,
SYNLCPRV024-0001149,SYNLCPRV024-0001151,Synthetic Person 029,blind002@example.test,copy003@example.test,2025-12-08 09:30:00 -08:00,2025-12-08 09:31:00 -08:00,sender009@example.test,Synthetic title 00287,Synthetic subject 00287,recipient030@example.test,synthetic_document_00287.pdf,No,Synthetic joint defense,
SYNLCPRV024-0001153,SYNLCPRV024-0001153,Synthetic Person 030,blind003@example.test,copy004@example.test,2025-01-09 09:30:00 -08:00,2025-01-09 09:31:00 -08:00,sender010@example.test,Synthetic title 00288,Synthetic subject 00288,recipient031@example.test,synthetic_document_00288.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0001157,SYNLCPRV024-0001158,Synthetic Person 031,blind004@example.test,copy005@example.test,2025-02-10 09:30:00 -08:00,2025-02-10 09:31:00 -08:00,sender011@example.test,Synthetic title 00289,Synthetic subject 00289,recipient032@example.test,synthetic_document_00289.pdf,No,Synthetic work product,
SYNLCPRV024-0001161,SYNLCPRV024-0001163,Synthetic Person 032,blind005@example.test,copy006@example.test,2025-03-11 09:30:00 -08:00,2025-03-11 09:31:00 -08:00,sender012@example.test,Synthetic title 00290,Synthetic subject 00290,recipient033@example.test,synthetic_document_00290.pdf,Yes,Synthetic joint defense,
SYNLCPRV024-0001165,SYNLCPRV024-0001165,Synthetic Person 033,blind006@example.test,copy007@example.test,2025-04-12 09:30:00 -08:00,2025-04-12 09:31:00 -08:00,sender013@example.test,Synthetic title 00291,Synthetic subject 00291,recipient034@example.test,synthetic_document_00291.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0001169,SYNLCPRV024-0001170,Synthetic Person 034,blind007@example.test,copy008@example.test,2025-05-13 09:30:00 -08:00,2025-05-13 09:31:00 -08:00,sender014@example.test,Synthetic title 00292,Synthetic subject 00292,recipient035@example.test,synthetic_document_00292.pdf,Yes,Synthetic work product,Yes
SYNLCPRV024-0001173,SYNLCPRV024-0001175,Synthetic Person 035,blind008@example.test,copy009@example.test,2025-06-14 09:30:00 -08:00,2025-06-14 09:31:00 -08:00,sender015@example.test,Synthetic title 00293,Synthetic subject 00293,recipient036@example.test,synthetic_document_00293.pdf,No,Synthetic joint defense,
SYNLCPRV024-0001177,SYNLCPRV024-0001177,Synthetic Person 036,blind009@example.test,copy010@example.test,2025-07-15 09:30:00 -08:00,2025-07-15 09:31:00 -08:00,sender016@example.test,Synthetic title 00294,Synthetic subject 00294,recipient037@example.test,synthetic_document_00294.pdf,Yes,Synthetic attorney-client,
SYNLCPRV024-0001181,SYNLCPRV024-0001182,Synthetic Person 037,blind010@example.test,copy011@example.test,2025-08-16 09:30:00 -08:00,2025-08-16 09:31:00 -08:00,sender017@example.test,Synthetic title 00295,Synthetic subject 00295,recipient038@example.test,synthetic_document_00295.pdf,No,Synthetic work product,
SYNLCPRV024-0001185,SYNLCPRV024-0001187,Synthetic Person 001,blind011@example.test,copy012@example.test,2025-09-17 09:30:00 -08:00,2025-09-17 09:31:00 -08:00,sender018@example.test,Synthetic title 00296,Synthetic subject 00296,recipient039@example.test,synthetic_document_00296.pdf,Yes,Synthetic joint defense,Yes
SYNLCPRV024-0001189,SYNLCPRV024-0001189,Synthetic Person 002,blind001@example.test,copy013@example.test,2025-10-18 09:30:00 -08:00,2025-10-18 09:31:00 -08:00,sender019@example.test,Synthetic title 00297,Synthetic subject 00297,recipient040@example.test,synthetic_document_00297.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0001193,SYNLCPRV024-0001194,Synthetic Person 003,blind002@example.test,copy014@example.test,2025-11-19 09:30:00 -08:00,2025-11-19 09:31:00 -08:00,sender020@example.test,Synthetic title 00298,Synthetic subject 00298,recipient041@example.test,synthetic_document_00298.pdf,Yes,Synthetic work product,
SYNLCPRV024-0001197,SYNLCPRV024-0001199,Synthetic Person 004,blind003@example.test,copy015@example.test,2025-12-20 09:30:00 -08:00,2025-12-20 09:31:00 -08:00,sender021@example.test,Synthetic title 00299,Synthetic subject 00299,recipient042@example.test,synthetic_document_00299.pdf,No,Synthetic joint defense,
SYNLCPRV024-0001201,SYNLCPRV024-0001201,Synthetic Person 005,blind004@example.test,copy016@example.test,2025-01-21 09:30:00 -08:00,2025-01-21 09:31:00 -08:00,sender022@example.test,Synthetic title 00300,Synthetic subject 00300,recipient043@example.test,synthetic_document_00300.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0001205,SYNLCPRV024-0001206,Synthetic Person 006,blind005@example.test,copy017@example.test,2025-02-22 09:30:00 -08:00,2025-02-22 09:31:00 -08:00,sender023@example.test,Synthetic title 00301,Synthetic subject 00301,recipient001@example.test,synthetic_document_00301.pdf,No,Synthetic work product,
SYNLCPRV024-0001209,SYNLCPRV024-0001211,Synthetic Person 007,blind006@example.test,copy018@example.test,2025-03-23 09:30:00 -08:00,2025-03-23 09:31:00 -08:00,sender024@example.test,Synthetic title 00302,Synthetic subject 00302,recipient002@example.test,synthetic_document_00302.pdf,Yes,Synthetic joint defense,
SYNLCPRV024-0001213,SYNLCPRV024-0001213,Synthetic Person 008,blind007@example.test,copy019@example.test,2025-04-24 09:30:00 -08:00,2025-04-24 09:31:00 -08:00,sender025@example.test,Synthetic title 00303,Synthetic subject 00303,recipient003@example.test,synthetic_document_00303.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0001217,SYNLCPRV024-0001218,Synthetic Person 009,blind008@example.test,copy001@example.test,2025-05-25 09:30:00 -08:00,2025-05-25 09:31:00 -08:00,sender026@example.test,Synthetic title 00304,Synthetic subject 00304,recipient004@example.test,synthetic_document_00304.pdf,Yes,Synthetic work product,Yes
SYNLCPRV024-0001221,SYNLCPRV024-0001223,Synthetic Person 010,blind009@example.test,copy002@example.test,2025-06-26 09:30:00 -08:00,2025-06-26 09:31:00 -08:00,sender027@example.test,Synthetic title 00305,Synthetic subject 00305,recipient005@example.test,synthetic_document_00305.pdf,No,Synthetic joint defense,
SYNLCPRV024-0001225,SYNLCPRV024-0001225,Synthetic Person 011,blind010@example.test,copy003@example.test,2025-07-27 09:30:00 -08:00,2025-07-27 09:31:00 -08:00,sender028@example.test,Synthetic title 00306,Synthetic subject 00306,recipient006@example.test,synthetic_document_00306.pdf,Yes,Synthetic attorney-client,
SYNLCPRV024-0001229,SYNLCPRV024-0001230,Synthetic Person 012,blind011@example.test,copy004@example.test,2025-08-28 09:30:00 -08:00,2025-08-28 09:31:00 -08:00,sender029@example.test,Synthetic title 00307,Synthetic subject 00307,recipient007@example.test,synthetic_document_00307.pdf,No,Synthetic work product,
SYNLCPRV024-0001233,SYNLCPRV024-0001235,Synthetic Person 013,blind001@example.test,copy005@example.test,2025-09-01 09:30:00 -08:00,2025-09-01 09:31:00 -08:00,sender030@example.test,Synthetic title 00308,Synthetic subject 00308,recipient008@example.test,synthetic_document_00308.pdf,Yes,Synthetic joint defense,Yes
SYNLCPRV024-0001237,SYNLCPRV024-0001237,Synthetic Person 014,blind002@example.test,copy006@example.test,2025-10-02 09:30:00 -08:00,2025-10-02 09:31:00 -08:00,sender031@example.test,Synthetic title 00309,Synthetic subject 00309,recipient009@example.test,synthetic_document_00309.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0001241,SYNLCPRV024-0001242,Synthetic Person 015,blind003@example.test,copy007@example.test,2025-11-03 09:30:00 -08:00,2025-11-03 09:31:00 -08:00,sender001@example.test,Synthetic title 00310,Synthetic subject 00310,recipient010@example.test,synthetic_document_00310.pdf,Yes,Synthetic work product,
SYNLCPRV024-0001245,SYNLCPRV024-0001247,Synthetic Person 016,blind004@example.test,copy008@example.test,2025-12-04 09:30:00 -08:00,2025-12-04 09:31:00 -08:00,sender002@example.test,Synthetic title 00311,Synthetic subject 00311,recipient011@example.test,synthetic_document_00311.pdf,No,Synthetic joint defense,
SYNLCPRV024-0001249,SYNLCPRV024-0001249,Synthetic Person 017,blind005@example.test,copy009@example.test,2025-01-05 09:30:00 -08:00,2025-01-05 09:31:00 -08:00,sender003@example.test,Synthetic title 00312,Synthetic subject 00312,recipient012@example.test,synthetic_document_00312.pdf,Yes,Synthetic attorney-client,Yes
SYNLCPRV024-0001253,SYNLCPRV024-0001254,Synthetic Person 018,blind006@example.test,copy010@example.test,2025-02-06 09:30:00 -08:00,2025-02-06 09:31:00 -08:00,sender004@example.test,Synthetic title 00313,Synthetic subject 00313,recipient013@example.test,synthetic_document_00313.pdf,No,Synthetic work product,
SYNLCPRV024-0001257,SYNLCPRV024-0001259,Synthetic Person 019,blind007@example.test,copy011@example.test,2025-03-07 09:30:00 -08:00,2025-03-07 09:31:00 -08:00,sender005@example.test,Synthetic title 00314,Synthetic subject 00314,recipient014@example.test,synthetic_document_00314.pdf,Yes,Synthetic joint defense,
SYNLCPRV024-0001261,SYNLCPRV024-0001261,Synthetic Person 020,blind008@example.test,copy012@example.test,2025-04-08 09:30:00 -08:00,2025-04-08 09:31:00 -08:00,sender006@example.test,Synthetic title 00315,Synthetic subject 00315,recipient015@example.test,synthetic_document_00315.pdf,No,Synthetic attorney-client,
SYNLCPRV024-0001265,SYNLCPRV024-0001266,Synthetic Person 021,blind009@example.test,copy013@example.test,2025-05-09 09:30:00 -08:00,2025-05-09 09:31:00 -08:00,sender007@example.test,Synthetic title 00316,Synthetic subject 00316,recipient016@example.test,synthetic_document_00316.pdf,Yes,Synthetic work product,Yes
SYNLCPRV024-0001269,SYNLCPRV024-0001271,Synthetic Person 022,blind010@example.test,copy014@example.test,2025-06-10 09:30:00 -08:00,2025-06-10 09:31:00 -08:00,sender008@example.test,Synthetic title 00317,Synthetic subject 00317,recipient017@example.test,synthetic_document_00317.pdf,No,Synthetic joint defense,
